51,categorical,100920,both_sexes,2106,,Type milk consumed,"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message:  If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk.",soya without calcium,Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday,947,610,337,EUR,1,,,,,757,,,,,,58133,,,,,,0.12161,,,,,,1.0134,,categorical-100920-both_sexes-2106.tsv.bgz,categorical-100920-both_sexes-2106.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100920-both_sexes-2106.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100920-both_sexes-2106.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100920-both_sexes-2106.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100920-both_sexes-2106.tsv.bgz.tbi,532084452,1751079,8ce0410ba6eb608dfb72565a4f4e8f14,543ff634a448afc5661b255cf5f793c4
54,categorical,100920,both_sexes,2109,,Type milk consumed,"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message:  If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk.",powdered milk,Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday,332,177,155,EUR,1,,,,,269,,,,,,58621,,,,,,0.11825,,,,,,1.0114,,categorical-100920-both_sexes-2109.tsv.bgz,categorical-100920-both_sexes-2109.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100920-both_sexes-2109.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100920-both_sexes-2109.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100920-both_sexes-2109.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100920-both_sexes-2109.tsv.bgz.tbi,519157766,1750675,7aaa2bcd6424a2aa7a41b9673a39aee9,5a0c7708c3338b5f3fb2b3e7a8e57ebc
56,categorical,100920,both_sexes,2199,,Type milk consumed,"Question asked: ""Which type of milk did you use most frequently yesterday? Remember milk in drinks, on cereal and in cooking."" If the participant activated the Help feature they were shown the message:  If you typically use more than one type of milk, please select the one you use the most, even if it is only used slightly more than other types. If you had 1% fat milk (e.g. Sainsbury's orange top milk) then please select Semi-skimmed milk.",other type of milk,Online follow-up > Diet by 24-hour recall > Milk/eggs/cheese yesterday,367,243,124,EUR,1,,,,,272,,,,,,58618,,,,,,0.16072,,,,,,1.0164,,categorical-100920-both_sexes-2199.tsv.bgz,categorical-100920-both_sexes-2199.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100920-both_sexes-2199.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100920-both_sexes-2199.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-100920-both_sexes-2199.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-100920-both_sexes-2199.tsv.bgz.tbi,519472890,1750881,967ddc625700aed6c40e8e089bbf48c8,98ce8e67b21eb0dadca62b3bcc934597
89,categorical,12223,both_sexes,6,,Abdominal MRI measuring method,.,Not performed - equipment failure,UK Biobank Assessment Centre > Imaging > Abdominal MRI,331,169,162,EUR,1,,,,,305,,,,,,36532,,,,,,0.070842,,,,,,1.0113,,categorical-12223-both_sexes-6.tsv.bgz,categorical-12223-both_sexes-6.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-12223-both_sexes-6.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-12223-both_sexes-6.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-12223-both_sexes-6.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-12223-both_sexes-6.tsv.bgz.tbi,514893847,1749744,e14d7ec03d68b03d99346ae913b108d7,91ddc05099648f91323aa138e6204c5c
93,categorical,12253,both_sexes,6,,DXA measuring method,.,Not performed - equipment failure,UK Biobank Assessment Centre > Imaging > DXA assessment,759,392,367,EUR,1,,,,,688,,,,,,36664,,,,,,0.10497,,,,,,1.0082,,categorical-12253-both_sexes-6.tsv.bgz,categorical-12253-both_sexes-6.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-12253-both_sexes-6.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-12253-both_sexes-6.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-12253-both_sexes-6.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-12253-both_sexes-6.tsv.bgz.tbi,524022947,1750500,ebc47c4bf505d0955e034ec581839f72,e7791d47c843a847aa965d1c7bd8e2b2
124,categorical,1647,both_sexes,2,,Country of birth (UK/elsewhere),"ACE touchscreen question ""Where were you born?""   Participants who indicated they were born inside the United Kingdom were asked during the verbal interview in what area they had been born (~F129~ and ~F130~).   Participants who indicated they were born outside the United Kingdom and Republic of Ireland were asked during the verbal interview in what country they had been born (~F20115~) and when they had immigrated (~F3659~).   This question was dropped from the touchscreen protocol on 24/10/2016.",Wales,UK Biobank Assessment Centre > Touchscreen > Early life factors,21434,11540,9894,EUR,1,,,,,20100,,,,,,400110,,,,,,0.23337,,,,,,1.202,,categorical-1647-both_sexes-2.tsv.bgz,categorical-1647-both_sexes-2.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-2.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-2.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-2.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-2.tsv.bgz.tbi,548403498,1752148,0faf40b09503e51f6b8af8725cf3a763,9395ab303281a4c4167f4e8d05191678
125,categorical,1647,both_sexes,3,,Country of birth (UK/elsewhere),"ACE touchscreen question ""Where were you born?""   Participants who indicated they were born inside the United Kingdom were asked during the verbal interview in what area they had been born (~F129~ and ~F130~).   Participants who indicated they were born outside the United Kingdom and Republic of Ireland were asked during the verbal interview in what country they had been born (~F20115~) and when they had immigrated (~F3659~).   This question was dropped from the touchscreen protocol on 24/10/2016.",Scotland,UK Biobank Assessment Centre > Touchscreen > Early life factors,38894,21358,17536,EUR,1,,,,,34770,,,,,,385440,,,,,,0.17011,,,,,,1.1875,,categorical-1647-both_sexes-3.tsv.bgz,categorical-1647-both_sexes-3.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-3.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-3.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-3.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-3.tsv.bgz.tbi,548166248,1752325,081239b46d1efa84c88afc0fe339d9ab,b87807e45440354fd0d3e06f8927441d
126,categorical,1647,both_sexes,4,,Country of birth (UK/elsewhere),"ACE touchscreen question ""Where were you born?""   Participants who indicated they were born inside the United Kingdom were asked during the verbal interview in what area they had been born (~F129~ and ~F130~).   Participants who indicated they were born outside the United Kingdom and Republic of Ireland were asked during the verbal interview in what country they had been born (~F20115~) and when they had immigrated (~F3659~).   This question was dropped from the touchscreen protocol on 24/10/2016.",Northern Ireland,UK Biobank Assessment Centre > Touchscreen > Early life factors,2967,1585,1382,EUR,1,,,,,2310,,,,,,417900,,,,,,0.42166,,,,,,1.0066,,categorical-1647-both_sexes-4.tsv.bgz,categorical-1647-both_sexes-4.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-4.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-4.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-4.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-4.tsv.bgz.tbi,541730289,1752037,3c0bdcb6be5cea6602584fb67c2a793f,249d76c189dd1bd878b0aeb4a83e496a
127,categorical,1647,both_sexes,5,,Country of birth (UK/elsewhere),"ACE touchscreen question ""Where were you born?""   Participants who indicated they were born inside the United Kingdom were asked during the verbal interview in what area they had been born (~F129~ and ~F130~).   Participants who indicated they were born outside the United Kingdom and Republic of Ireland were asked during the verbal interview in what country they had been born (~F20115~) and when they had immigrated (~F3659~).   This question was dropped from the touchscreen protocol on 24/10/2016.",Republic of Ireland,UK Biobank Assessment Centre > Touchscreen > Early life factors,4765,2729,2036,EUR,1,,,,,3106,,,,,,417104,,,,,,0.183,,,,,,1.0202,,categorical-1647-both_sexes-5.tsv.bgz,categorical-1647-both_sexes-5.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-5.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-5.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1647-both_sexes-5.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1647-both_sexes-5.tsv.bgz.tbi,542990252,1751801,10f676b3454e3384e5726547c208aefd,a32f28042f34c9820e38c89f4f0334bc
133,categorical,1747,both_sexes,1,,"Hair colour (natural, before greying)","ACE touchscreen question ""What best describes your natural hair colour? (If your hair colour is grey, the colour before you went grey)""  If the participant activated the Help button they were shown the message:        If you are unsure, please select the colour closest to your natural  adult hair colour or select Do not know.          This question was dropped from the touchscreen protocol on 24/10/2016.",Blonde,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure,51325,30965,20360,EUR,1,,,,,47978,,,,,,371503,,,,,,0.1848,,,,,,1.195,,categorical-1747-both_sexes-1.tsv.bgz,categorical-1747-both_sexes-1.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1747-both_sexes-1.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1747-both_sexes-1.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/categorical-1747-both_sexes-1.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/categorical-1747-both_sexes-1.tsv.bgz.tbi,548358232,1752175,dc85062c365eb420af647589ba5b9a9c,e1e42b0337aea04b2b686e98aebc6b43
